Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$173.88,$243.43,$260.82,Y,Y,Y,Y,N,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$225.03,$315.04,$337.55,Y,Y,Y,Y,N,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$258.73,$362.22,$388.10,Y,Y,Y,Y,N,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$292.43,$409.40,$438.65,Y,Y,Y,Y,N,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$177.13,$247.98,$265.70,Y,Y,Y,Y,N,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$164.78,$230.69,$247.17,Y,Y,Y,Y,N,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$181.77,$254.48,$272.66,Y,Y,Y,Y,N,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$235.27,$329.38,$352.91,Y,Y,Y,Y,N,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$270.51,$378.71,$405.77,Y,Y,Y,Y,N,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$305.75,$428.05,$458.63,Y,Y,Y,Y,N,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$185.18,$259.25,$277.77,Y,Y,Y,Y,N,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,0118,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_665_0128_1_3,Assessment Recommendation Therapy or Training Supports - Speech Pathologist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_700_0118_1_3,Assessment Recommendation Therapy or Training - EC - Psychologist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
01_701_0128_1_3,Assessment Recommendation Therapy or Training Supports - Psychologist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
01_720_0118_1_3,Assessment Recommendation Therapy or Training - EC - Physiotherapist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_721_0128_1_3,Assessment Recommendation Therapy or Training Supports - Physiotherapist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_740_0118_1_3,Assessment Recommendation Therapy or Training - EC - Other Professional,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_741_0128_1_3,Assessment Recommendation Therapy or Training Supports - Other Professional,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_760_0118_1_3,Assessment Recommendation Therapy or Training - EC - Dietitian,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_760_0128_3_3,Assessment Recommendation Therapy or Training Supports - Dietitian,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_799_0104_1_1,Provider travel - non-labour costs,0104,High Intensity Daily Personal Activities,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0106_1_1,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0107_1_1,Provider travel - non-labour costs,0107,Daily Personal Activities,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0114_1_1,Provider travel - non-labour costs,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0115_1_1,Provider travel - non-labour costs,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0117_8_1,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0118_1_1,Provider travel - non-labour costs,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0120_1_1,Provider travel - non-labour costs,0120,Household Tasks,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0128_1_1,Provider travel - non-labour costs,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0132_1_1,Provider travel - non-labour costs,0132,Support Coordination,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_801_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$91.66,$98.21,Y,Y,Y,N,Y,Price Limited Supports
01_802_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$100.98,$108.20,Y,Y,Y,N,Y,Price Limited Supports
01_803_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$102.84,$110.19,Y,Y,Y,N,Y,Price Limited Supports
01_804_0115_1_1,Assistance in Supported Independent Living - Standard - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$128.97,$138.18,Y,Y,Y,N,Y,Price Limited Supports
01_805_0115_1_1,Assistance in Supported Independent Living - Standard - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$166.29,$178.17,Y,Y,Y,N,Y,Price Limited Supports
01_806_0115_1_1,Assistance in Supported Independent Living - Standard - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$203.62,$218.16,Y,Y,Y,N,Y,Price Limited Supports
01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$70.85,$70.85,$70.85,$70.85,$70.85,$70.85,$70.85,$70.85,$99.19,$106.28,Y,Y,Y,N,Y,Price Limited Supports
01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$78.06,$78.06,$78.06,$78.06,$78.06,$78.06,$78.06,$78.06,$109.28,$117.09,Y,Y,Y,N,Y,Price Limited Supports
01_813_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$79.50,$79.50,$79.50,$79.50,$79.50,$79.50,$79.50,$79.50,$111.30,$119.25,Y,Y,Y,N,Y,Price Limited Supports
01_814_0115_1_1,Assistance in Supported Independent Living - High Intensity - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$99.69,$99.69,$99.69,$99.69,$99.69,$99.69,$99.69,$99.69,$139.57,$149.54,Y,Y,Y,N,Y,Price Limited Supports
01_815_0115_1_1,Assistance in Supported Independent Living - High Intensity - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$128.54,$128.54,$128.54,$128.54,$128.54,$128.54,$128.54,$128.54,$179.96,$192.81,Y,Y,Y,N,Y,Price Limited Supports
01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$157.39,$157.39,$157.39,$157.39,$157.39,$157.39,$157.39,$157.39,$220.35,$236.09,Y,Y,Y,N,Y,Price Limited Supports
01_821_0115_1_1,Assistance in Supported Independent Living - Weekly,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20230701,99991231,,,,,,,,,,,N,N,Y,N,Y,Price Limited Supports
01_822_0115_1_1,Assistance in Supported Independent Living - Exit Accommodation Permanently,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,Price Limited Supports
01_825_0115_1_1,Assistance in Supported Independent Living,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20230701,99991231,,,,,,,,,,,N,N,Y,N,N,
01_832_0115_1_1,Assistance in Supported Independent Living - Night-Time Sleepover,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),E,No,20230701,99991231,$276.27,$276.27,$276.27,$276.27,$276.27,$276.27,$276.27,$276.27,$386.78,$414.41,Y,Y,Y,N,Y,Price Limited Supports
01_850_0106_1_1,Individualised Living Options - Exploration and Design,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
01_851_0115_1_1,Individualised Living Options - Support Model,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,Yes,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
02_050_0108_1_1,Specialised Transport To School/Educational Facility/Employment/Community,0108,Assistance With Travel/Transport Arrangements,2,Transport,D,Yes,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
02_051_0108_1_1,Transport,0108,Assistance With Travel/Transport Arrangements,2,Transport,YR,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_040000111_0103_1_1,Disability-Related Health Consumables - High Cost,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,Yes,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
03_040000919_0103_1_1,Disability-Related Health Consumables - Low Cost,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_050903053_0103_1_1,Incontinence Alarms,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_060000911_0135_1_1,Low Cost AT - Prosthetics And Orthotics,0135,Customised Prosthetics (includes Orthotics),3,Consumables,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_089_0121_1_1,Auslan Or Signed English Training,0121,Interpreting And Translation,3,Consumables,H,No,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_090_0121_1_1,Interpreting And Translating,0121,Interpreting And Translation,3,Consumables,H,No,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_090000911_0103_1_1,Low Cost AT - Personal Care And Safety,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20230701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_091_0121_1_1,Telephone Or Video Interpreting,0121,Interpreting And Translation,3,Consumables,H,No,20230701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_092403054_0103_1_1,Continence Package A - Child - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092403055_0103_1_1,Continence Package A - Adult - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406057_0103_1_1,Continence Package B - Intermittent Mild - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406058_0103_1_1,Continence Package C - Intermittent Moderate - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406059_0103_1_1,Continence Package D - Intermittent Higher Needs - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406061_0103_1_1,Adult Intermittent Catheters Standard 3/Day - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406062_0103_1_1,Adult Intermittent Catheters Standard 4/Day - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406063_0103_1_1,Adult Intermittent Catheters Standard 6/Day - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20230701,99991231,,,,,,,,,,,N,N,N,N,N,
